features,instrument_family,instrument_source
"[794.0325329752003, 47.29692141230458, -59.96139460095174, 12.520008028247943, -19.541154408874927, -10.91702308818376, -14.208754476018186, -19.18510489097021, -21.288746446550913, -5.863980218796919, -8.6762910301044, -1.344274013513392, -10.868022902379174, 1232.639551382857, 0.1964353951832483, 0.09417627728174603, 1012.6563549609039, 2218.377976190476, 28.105325026731954, 0.7649971252359454, 125.0, 5691.71923828125]",8,0
"[535.3445722337483, 5.943412864670925, 0.7412489238960094, 6.854173542116833, 2.3592893530700016, 0.185859969604839, 1.2455703850395312, 2.836147585375351, 4.242210270657667, 8.313873149413139, 9.845737675468557, 8.660111226585636, 3.44692849074472, 504.9507003223674, 0.1731819048865438, 0.018171037946428572, 626.1396760759716, 1060.0198412698412, 30.66742490073757, 0.10774084370585513, 117.1875, 619.7305297851562]",7,0
"[725.1160644327931, -10.978149671752453, -70.84670480863085, 6.0262861246465285, -19.374447708965285, 3.6495304395822394, -6.329047385262825, 0.10081257316548431, -9.638991864342556, 1.4359022810223316, -5.142751843109043, 2.9603749751932837, -9.449310138559355, 1509.5686915573756, 0.15003629464395077, 0.11615668402777778, 968.5973294681593, 2367.683531746032, 30.823177563815197, 0.5874644898660134, 133.92857142857142, 6224.99365234375]",1,0
"[617.9887699250835, -33.268849105468256, -24.651316793838667, 26.856167989315963, -5.908846184692901, -0.523756259008698, 19.011953748035545, 33.75657095365189, 0.5060732529576681, 17.372334422250898, -12.841957532108562, -11.809162621719762, 14.89773010180993, 2957.5793995319827, 0.13867265621297853, 0.3014594184027778, 1346.294976405455, 4092.1999007936506, 22.11426172340746, 0.6187982392140728, 98.6842105263158, 3855.56787109375]",7,0
"[507.4083781038289, 22.12300790553562, 10.888927655873765, 5.053127127031568, 1.5349971526089063, 0.6603178439410651, 0.3112631418578333, -0.909087383040081, -2.5707350039082617, -2.4030094717438786, -1.832656899354297, -3.003993024242095, -4.137491030635181, 1126.3255452324418, 0.23965886472716594, 0.03961666046626984, 1106.000110255689, 2054.749503968254, 20.713133560186456, 0.15415084800396328, 117.1875, 824.4752197265625]",0,2
"[382.0924783628594, 10.143711068882526, -1.9322028329740144, -0.6427915332059009, 1.2394290342533096, 0.5000143013057993, -0.33670741054630865, -0.9620599459723551, -3.679945147204633, 2.210456549313714, 1.4649993853705672, -1.2192018297285299, -1.2362947056634386, 208.8129420777043, 0.03133488379240619, 0.014257037450396826, 192.9971996905493, 420.2628968253968, 10.051937903348094, 0.005899982319304092, 0.0, 104.77904510498047]",8,0
"[766.8315172991852, 240.63695571805155, -37.28352332098126, -21.478140981131148, 30.106896905786122, 18.634195091199757, -0.2540350640850799, -2.4277837584958375, 2.2459433552792265, 1.0290932583992145, 2.4572772857885448, 1.3002279451264676, 1.2603737652805134, 674.5749681884143, 0.39614971316140746, 0.053679935515873016, 550.2995012469019, 1195.0024801587301, 26.398019337110444, 0.23079245768964404, 117.1875, 3772.675048828125]",9,2
"[482.7306937454937, 6.063415853193882, -2.843780384509269, -7.329297397508139, -9.13897870700966, -0.5208503111292813, 5.841726120066224, 7.07922234763212, 5.599780080389348, -3.79573124318778, -8.207211492941639, -5.391311474856422, -1.483071567057315, 695.7676920991904, 0.0573810878447832, 0.054563492063492064, 574.9631467241921, 1030.6919642857142, 20.610101568799664, 0.0007044450311686045, 0.0, 596.4052734375]",5,0
"[538.1199910439516, 47.91987364865598, 34.968115229531996, 22.80089071230853, 14.449789048602119, 9.007002317775646, 4.270055030170251, -1.6553439943393908, -8.19261000876644, -12.871513995380786, -14.187143133159447, -12.9702524892481, -11.971447393742077, 373.8520990757146, 0.1320838281609369, 0.031164744543650792, 443.64242442945937, 465.27777777777777, 26.736233649747124, 0.1287026405677657, 0.0, 1528.7855224609375]",5,1
"[537.0082265244724, -3.2338217621398213, -12.637695048306561, 10.284584040129015, 7.214420958692949, -14.133414223972244, 0.5530831009713242, 13.811638841750627, -8.26074951193847, -9.203509606362374, 13.470205390676455, 1.1060824133864646, -13.493732242436762, 1725.0431245238685, 0.08304979137126939, 0.2061283172123016, 187.4254783059252, 1748.4499007936508, 25.21060169867323, 0.006792751807315633, 0.0, 3923.966796875]",0,2
"[494.64896834574006, 0.16971014520473995, -12.411645857364483, -0.5871264670400086, 11.822830094928873, 0.9162620389688385, -11.440648608506967, -1.404377656686198, 11.303815599679249, 1.7248172707770844, -11.055284134640175, -2.1147343274588777, 10.85497552699344, 2203.0965862873904, 0.10939461677202858, 0.2005557105654762, 1065.8893396930694, 3050.1612103174602, 19.957541197437948, 0.00036595726165635406, 0.0, 1210.0]",5,0
"[600.5453099116122, -61.02070200886895, -5.681090382493399, 23.772687861754925, 6.4599372479824595, 5.9902379589363255, 4.583982213176985, 36.89952613796751, -4.499517480491531, -33.69782125946195, 17.37222393337731, 32.947967646453236, -25.428527724311557, 2717.455245019818, 0.1201825585822834, 0.22341192336309523, 1344.4231974054655, 4035.280257936508, 25.169651450394845, 0.7743612223232544, 110.29411764705883, 6355.53466796875]",7,0
"[574.4230633904224, 28.662075851851352, -10.567571197059268, 4.381540824836893, -3.5936016392822125, -10.516727640263655, -6.747988767781741, -3.496301844110465, -1.0437717684696923, -7.414472007468755, -11.134180930634331, -7.6285479620844265, -3.8659655019962593, 595.1755401524924, 0.09006758668911374, 0.039496527777777776, 495.8030199672219, 807.8497023809524, 29.64857191769645, 0.03151303219854716, 0.0, 2505.917236328125]",4,1
"[618.953709673685, 61.46893191036694, 36.259961331692075, 20.844519486383405, 14.116502921003754, 13.009001417242937, 11.581048693143755, 7.486450215918066, 1.848275375269239, -2.913285583528237, -4.468214438592417, -3.5129815083382727, -1.7956180131266881, 256.1239825178104, 0.15952737607686543, 0.022003658234126984, 356.26229634237745, 317.21230158730157, 26.53001157597588, 0.21226538101648404, 0.0, 1706.612548828125]",0,2
"[520.7274988178077, 14.01941393886791, 6.571648202451249, 4.322879661875012, 0.8029114843495083, -3.4834406175091437, -12.823602844479947, -13.500850596873288, -10.585381233660291, -10.749214839485665, -8.760164326159092, -6.775092357371163, 2.4688084963069956, 632.4789568439812, 0.0934851935828685, 0.03846183655753968, 814.0606049359468, 1025.111607142857, 26.641982801806794, 0.005101253465540869, 0.0, 1507.2137451171875]",4,1
"[339.5826760305327, 2.550187461415753, -12.014274254469278, -7.7539764839128145, 6.758154366802562, 12.452103424423367, 1.6727579231727296, -11.9092863665441, -11.008822127844084, 14.851617316612723, 10.514548811033638, -7.259175915608832, -11.269982314146077, 1853.1751206011718, 0.1090047634110582, 0.15452938988095238, 1189.7942976950399, 2600.2604166666665, 20.09153242470157, 0.0030642964188602284, 0.0, 294.30963134765625]",3,1
"[653.7948332136617, 154.54509189658995, 62.176099365197544, 17.014882169405226, 5.112876924063195, -0.5958343267061441, -11.827938914240045, -25.959487292268264, -34.15926129256423, -28.878520637927853, -13.655718420872857, -1.716207909715048, -1.7883060102047381, 395.2073683590377, 0.222750562984358, 0.03937251984126984, 348.90581182809603, 582.6512896825396, 29.840946010818755, 0.3167038432520067, 117.1875, 6179.16650390625]",3,1
"[606.2118215922651, 27.53595077087757, -9.15051409941935, 10.307247389735899, 2.781791626707105, 6.098103689924952, -2.8883357709925854, -3.1681081657435604, -0.07010733163504214, 0.46457826403550756, -1.90594482072292, -4.838621825214487, 0.17642126605951325, 483.90830691180287, 0.08531503482021043, 0.027626643105158732, 509.0141034123773, 998.5119047619048, 18.29988405870793, 0.04326207928945941, 117.1875, 1246.435302734375]",3,1
"[636.2231313505387, 44.12652332422534, -1.4529119216377147, -8.405504636678492, 2.591064434497854, 25.301967221326343, 27.313078520457754, 30.452817013751226, 0.15234397726757096, -16.98971823095382, -14.60199592945802, 22.278033436030455, 21.00470425759986, 1005.0282045162435, 0.0839395327861032, 0.09309895833333333, 801.3237273343568, 851.438492063492, 28.076315966128448, 0.5289800552450314, 267.85714285714283, 8969.0087890625]",7,0
"[751.6697929487513, -2.483458800246735, -33.87611935911985, -10.710225274405499, -32.73156118520191, -20.164080187553164, -11.160465653567227, 7.685820199855137, -4.88005728350708, -16.37630247087099, -32.288780377131125, 1.8613441699125473, 15.312773304874158, 2281.030466207473, 0.1169547287858109, 0.17192150297619047, 1520.6659710049641, 3949.466765873016, 27.539795778864413, 0.7747751929502704, 117.1875, 3842.326416015625]",8,0
"[555.2425059381534, 11.413720303417676, -12.464389611778866, -13.71342411896805, -10.900630243315097, -0.40237802599793976, 12.531597319839598, 15.380214999680797, 3.9061884994514036, -14.514932469354786, -18.092498043252068, -2.8455731271932976, 11.747257393355948, 782.5269360741412, 0.08247197799542172, 0.08664667038690477, 377.4613226231044, 761.656746031746, 25.06128468426241, 0.005570358771851079, 0.0, 2219.277587890625]",4,1
"[564.2159592414232, 65.09798825739455, 20.829577451988154, 7.682936815845736, -1.5362494080542402, -7.574373936295541, -11.660042793876105, -11.301951953684616, -8.371336110158706, -6.618483505309291, -9.481386440920453, -12.615400532429057, -11.76055747809409, 401.7375148699929, 0.11385563372382072, 0.03790380084325397, 330.0258928205266, 615.6374007936508, 29.164697577826942, 0.11651795270888096, 117.1875, 4262.53369140625]",3,0
"[697.8447714564876, 167.55610822249454, 7.1655629457236625, 8.922483699333435, 21.25242952619811, 8.77825657163348, 7.20182694003411, 4.5465607099061325, 2.3010029357780764, 6.689449173696111, 11.243832112498641, 10.735169863178294, 0.9552469761582559, 572.0429143059226, 0.43988625717160296, 0.024929470486111112, 672.0092494032717, 1168.030753968254, 26.66136254447715, 0.03875244280866204, 117.1875, 3132.89208984375]",4,2
"[770.4942734964246, 59.65566052085715, -41.96316644268344, 27.868271421614686, -11.938783037455176, -8.28408139012552, -10.043108287180841, -7.0770574272643785, -12.0516908797504, -3.6425356364765027, -14.104828293348332, -9.195920808154625, -10.378625208685817, 1197.469409407422, 0.14127960382812105, 0.05357142857142857, 1176.5919974639846, 2353.2986111111113, 25.830150129708723, 0.7857400274290122, 85.22727272727273, 5246.9296875]",8,0
"[601.2833994551471, 73.32982369471009, -25.879918566664166, 36.42194688897349, 9.48098194658515, 4.792435403329769, -0.47878336700830215, -1.0261815767994906, 0.27502272756938306, -7.723153105138421, -7.221925024081592, -2.5018594882570184, -5.7577893782744445, 1065.630743617992, 0.23295124755757232, 0.08913070436507936, 1034.6004590387365, 1988.033234126984, 30.076259704646073, 0.3293862151698472, 117.1875, 1158.272705078125]",6,1
"[620.0598888576228, 75.80536525496814, 28.20940877143729, -3.4540672348930457, -21.203676149610875, -17.217210307616185, -8.123059807601708, -10.033416937474305, -9.986700573464724, -10.477155333134094, -14.9306401106717, -13.967258928073882, -7.044974509734979, 503.4004383730742, 0.11169727414844134, 0.04361204117063492, 562.5285373666727, 641.0590277777778, 27.769098736112863, 0.4292933101667701, 0.0, 5163.42138671875]",10,0
"[671.1809967208868, 88.06918845408045, -9.456204741555261, 10.321722574350147, -9.319324628270987, 2.212417215864206, 7.386537058859132, -12.984227278788614, -21.87934464644833, -5.831189662441589, -0.5407497891682425, -20.653235000139503, -17.13526810772647, 811.9116161790542, 0.12198989035259025, 0.05413333953373016, 601.1495388490515, 1303.5714285714287, 29.451901542086755, 0.7715337615300446, 104.16666666666667, 8547.5517578125]",6,1
"[593.0021242759233, 8.592298750613962, -0.6891699571695654, 21.027208518202727, 4.705083639110709, -3.1569187862642334, -34.238977671693775, -32.34200622991328, -28.311751114037918, -16.873283865362463, -9.827353582168602, -18.215281111627565, -19.405967110944466, 1137.7342989381355, 0.14206105986867146, 0.09298657614087301, 1047.6150269456994, 2044.2708333333333, 41.79209566936903, 0.0026112588704381126, 0.0, 5895.8154296875]",5,0
"[760.746381046381, 123.59886628645741, 5.724546997848169, 17.474885035919392, -48.834768821742934, -3.258253913853045, 29.849284300730332, -19.163614743597872, -2.6048202798780133, -8.264296967458735, 5.5584478408143285, 8.276622489405355, -1.1457252940536953, 731.5153432007672, 0.22565035531135422, 0.03617156498015873, 985.289432043564, 1027.7157738095239, 26.92711578808275, 0.7855463882987637, 133.92857142857142, 5122.21826171875]",10,0
"[529.860102224969, 4.166864310229341, 1.4674880984916856, -1.1183772441362536, -1.670391384025064, -2.2583079363162892, -2.988108656366786, -2.2970699771122605, -1.6928132242238778, 0.4582099970500447, 1.938246471129954, 3.456923013677465, 3.8199301165620922, 316.6495418817393, 0.02916863815411365, 0.015524243551587302, 315.3611940356769, 574.156746031746, 19.131237102886157, 0.000634807916835603, 0.0, 534.1552734375]",5,0
"[580.2247635770269, 69.76184685036334, -74.02806180340387, -38.7036757754547, -7.337272508044866, -48.93566198375223, -52.88055477583318, 13.976948097407702, 4.134265282012425, -6.398339680412857, -14.232036048348965, 35.74792116643166, 21.677075485330104, 1903.172501260337, 0.11750730898914925, 0.21757967509920634, 680.9390036910258, 2223.152281746032, 23.52192559950383, 0.29034111419299596, 48.07692307692308, 4921.5068359375]",0,2
"[512.5084762479831, 2.8135348269312064, -2.5294679818027475, 1.8128460259489507, -5.9412817169461976, -7.7825854721113465, 2.770693195373449, -1.094068680797603, 3.4829508417782162, 10.6100538861862, 1.4089333532197426, -3.757916154363739, 2.050934035890268, 1877.1592052086112, 0.07512753468924996, 0.19898235987103174, 843.6931112456185, 2593.0679563492063, 20.470924420933795, 0.01047888215708637, 0.0, 890.4447021484375]",5,0
"[583.6397576792757, 6.228755347587981, 0.6979393538000731, 23.83544197232812, 8.756150718818091, 7.602694255136366, -0.9990478311404913, 1.2112938614540703, 2.4671433027993035, 9.243023633067825, -2.932489171343336, -7.240875461252578, -4.244018474064796, 1545.712260948053, 0.21615450598649244, 0.035412016369047616, 1609.2579902098796, 3518.2911706349205, 24.46007157728137, 0.24790062679165126, 156.25, 874.3634643554688]",4,1
"[718.1487650998362, 145.22737698804616, -82.94549352680347, 2.3250134924071073, -19.211934430234795, -6.3680230290275155, -14.341601402179545, -9.44037594882274, -5.919926515432101, -3.9436297068612327, -5.174384525245334, -3.823711545316565, 1.804725238533814, 1279.9778252430817, 0.4001527389833731, 0.08441065228174603, 927.6555795931504, 2150.6076388888887, 23.937171597927907, 0.6229796343474491, 125.0, 2818.4853515625]",1,0
"[553.1226288481678, 9.490823984298146, -6.983514688065135, -11.161530966018448, -10.730047512308458, -2.9765241812561, 8.912529588824594, 13.110518888340039, 7.14090155514353, -5.1802643847616, -14.24155322624471, -10.73239693053576, 0.7541470215637168, 871.7884447372683, 0.09114829052984626, 0.08226376488095238, 600.8596554709269, 1066.220238095238, 22.010927936982682, 0.010053128328268292, 0.0, 1795.70849609375]",4,1
"[570.1901575804135, 50.992592372973355, -18.884148512368572, 19.610178307602908, -2.6145154032041145, -3.2937516837478733, 4.70741735712312, -1.1911843299315732, -10.766717161264845, -6.307100836436068, -7.890837320447597, -7.487178912943265, -6.659172704830857, 1100.7984442163438, 0.17692083801865605, 0.05930292038690476, 1112.9636828362297, 2220.3621031746034, 33.23650908677382, 0.11575331854021413, 117.1875, 1605.1607666015625]",4,0
"[561.9388119974352, 14.144827470616152, -3.822221731228509, 1.7604959926721728, 1.5353865624325875, -1.8348277945902691, 0.08714592669024639, 0.8330811788599863, 2.7826203980904403, 3.455636982561295, -4.88787142219805, -3.0745362820302238, -8.950278859751597, 499.76124176483967, 0.07227153036858912, 0.031478639632936505, 521.9709327277326, 909.1641865079365, 24.052145182058506, 0.03972116957425623, 0.0, 1256.52587890625]",0,2
